모기지수 발생일,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),평균상대습도
2020-02-24,36.3,15,21.6,9.3,4.8,14.5,63.6
2020-02-23,36.3,15,21.6,11.2,7.9,15.1,71.6
2020-02-23,36.3,15,21.6,10,6.2,15.3,59.6
2020-02-22,36.3,15,21.6,9.5,3.5,17.2,41.4
2020-02-22,36.3,15,21.6,6.8,1.1,13,31.4
2020-02-21,36.3,15,21.6,9.2,5,13.6,42.8
2020-02-21,36.3,15,21.6,11,6.3,16.5,63.6
2020-02-20,36.3,15,21.6,12.4,8.4,18.4,65.1
2020-02-20,36.3,15,21.6,13.8,9.2,20.3,57.8
2020-02-19,26.7,11,15.9,14.7,9.4,22.1,57.8
2020-02-19,26.7,11,15.9,13.6,8.3,18.7,57.3
2020-02-18,33.7,14,20.1,14.9,11.4,20.5,57.9
2020-02-18,33.7,14,20.1,14.8,8.4,19.7,73.8
2020-02-17,60.4,25,36.1,11.2,5,17.7,60.3
2020-02-17,,,,12.5,8.2,17.6,61
2020-02-17,60.4,25,36.1,12.9,7.4,17.7,65.9
2020-02-16,5.5,5.5,5.5,11,4.7,17.4,59
2020-02-15,5.5,5.5,5.5,10,6.6,14.9,60
2020-02-14,5.5,5.5,5.5,16.7,13.1,22,58
2020-02-13,5.5,5.5,5.5,18.3,15.3,23.8,47.6
2020-02-12,5.5,5.5,5.5,17,14.3,20.7,57.3
2020-02-11,5.5,5.5,5.5,18.1,13.3,24.4,56.1
2020-02-10,5.5,5.5,5.5,17.1,10.9,24.6,61
2020-02-09,5.5,5.5,5.5,16.5,12,22.9,70.3
2020-02-08,5.5,5.5,5.5,17,12.1,23.1,63.8
2020-02-07,5.5,5.5,5.5,17,12,22.7,58.3
2020-02-06,5.5,5.5,5.5,15.4,11.2,21.6,56
2020-02-05,5.5,5.5,5.5,14.6,9,20.8,58.3
2020-02-04,5.5,5.5,5.5,14.5,8.8,20.4,55.6
2020-02-03,5.5,5.5,5.5,14.4,9.5,19.6,56.9
2020-02-02,5.5,5.5,5.5,17.2,12.1,23.8,52.6
2020-02-01,5.5,5.5,5.5,17.9,13.3,23.3,49.3
2020-01-31,5.5,5.5,5.5,18.8,13,26.1,60
2020-01-30,5.5,5.5,5.5,15.2,10.7,19.8,60.9
2020-01-29,5.5,5.5,5.5,13.6,7.7,20.4,48.3
2020-01-28,5.5,5.5,5.5,14.7,10.6,19.8,58.8
2020-01-27,5.5,5.5,5.5,14.8,13.3,17.9,92
2020-01-26,5.5,5.5,5.5,18.1,13.2,22.7,53.4
2020-01-25,5.5,5.5,5.5,18.7,14.7,21.9,72.6
2020-01-24,5.5,5.5,5.5,22.4,18,27.8,71.5
2020-01-23,5.5,5.5,5.5,22.4,19.8,27.3,73.4
2020-01-22,5.5,5.5,5.5,21.6,20,24.2,88
2020-01-21,5.5,5.5,5.5,23.1,17.6,28.2,67.1
2020-01-20,5.5,5.5,5.5,22.4,16.4,29.9,61
2020-01-19,5.5,5.5,5.5,22.6,17.9,28.6,60.6
2020-01-18,5.5,5.5,5.5,23.7,19.4,29.2,58.9
2020-01-17,5.5,5.5,5.5,22.9,19.6,27,57.5
2020-01-16,5.5,5.5,5.5,22.9,17.7,29,59.3
2020-01-15,5.5,5.5,5.5,20.9,14.8,27.4,64.4
2020-01-14,5.5,5.5,5.5,19.8,13.9,26.5,61.3
2020-01-13,5.5,5.5,5.5,20,16.9,24.6,51.1
2020-01-12,5.5,5.5,5.5,18.6,17.3,19.6,63.4
2020-01-11,5.5,5.5,5.5,19.6,18.3,22.1,60.3
2020-01-10,5.5,5.5,5.5,19.6,15.8,24.2,52.8
2020-01-09,5.5,5.5,5.5,19.5,13.6,26,46.5
2020-01-08,5.5,5.5,5.5,21,16,25.4,46
2020-01-07,5.5,5.5,5.5,23.5,18,29,41.6
2020-01-06,5.5,5.5,5.5,24.5,20.7,30.5,53
2020-01-05,5.5,5.5,5.5,24.2,19.5,30,70.4
2020-01-04,5.5,5.5,5.5,22.4,20.8,24.1,80
2020-01-03,5.5,5.5,5.5,23.3,18.3,29.3,60.4
2020-01-02,5.5,5.5,5.5,21,18.7,22.9,72.3
2020-01-01,5.5,5.5,5.5,24.3,20.4,28.7,71.4
2019-12-31,5.5,5.5,5.5,23.8,22.1,26.5,93.4
2019-12-30,5.5,5.5,5.5,25.1,22.4,28,74.3
2019-12-29,5.5,5.5,5.5,24.7,22.9,27.3,76.9
2019-12-28,5.5,5.5,5.5,25.7,22.6,29.5,72.9
2019-12-27,5.5,5.5,5.5,25.3,21.6,29.1,79.8
2019-12-26,5.5,5.5,5.5,23,21.5,27.6,91.4
2019-12-25,5.5,5.5,5.5,22.8,21.2,25.5,89
2019-12-25,5.5,5.5,5.5,24.1,22,28,67.6
2019-12-24,5.5,5.5,5.5,24.4,19.4,29.7,56.6
2019-12-23,5.5,5.5,5.5,23.7,19.2,27.8,64
2019-12-22,5.5,5.5,5.5,23.5,18.5,28.9,65
2019-12-21,5.5,5.5,5.5,22.6,19.5,27,66.3
2019-12-20,5.5,5.5,5.5,23.4,20.1,26.4,77.1
2019-12-19,5.5,5.5,5.5,26.1,23.6,30.2,66.2
2019-12-18,5.5,5.5,5.5,25.7,22.2,29.3,71.1
2019-12-17,5.5,5.5,5.5,26.4,21.5,32.1,63.8
2019-12-16,5.5,5.5,5.5,25,20.2,29.9,66.6
2019-12-15,5.5,5.5,5.5,24.1,21.5,27.3,60.9
2019-12-14,5.5,5.5,5.5,26.2,22.7,30.5,58.4
2019-12-13,5.5,5.5,5.5,26.9,23,31.4,66.5
2019-12-12,5.5,5.5,5.5,27,24.4,30.4,67.3
2019-12-11,5.5,5.5,5.5,28.2,23.2,32.8,56.3
2019-12-10,5.5,5.5,5.5,26.3,21.2,31.3,60.6
2019-12-09,5.5,5.5,5.5,25.6,22.6,30.7,66.5
2019-12-08,5.5,5.5,5.5,25.9,23.4,28.8,69.5
2019-12-07,5.5,5.5,5.5,25.9,23,29.5,74.5
2019-12-06,5.5,5.5,5.5,25.9,23.9,28.6,82
2019-12-05,5.5,5.5,5.5,30.4,25.9,35.7,63.9
2019-12-04,5.5,5.5,5.5,29.2,25.1,35.3,76.9
2019-12-03,5.5,5.5,5.5,26.6,24.8,28.5,91.8
2019-12-02,5.5,5.5,5.5,30.4,26.3,35.7,53.6
2019-12-01,5.5,5.5,5.5,31.5,26.6,36.5,57.9
2019-11-30,5.5,5.5,5.5,29.8,26,34.6,69
2019-11-29,5.5,5.5,5.5,28.9,25.9,32.7,71.4
2019-11-28,5.5,5.5,5.5,26.9,23.9,30.3,78.1
2019-11-27,5.5,5.5,5.5,31.6,27.9,36.8,51.4
2019-11-26,5.5,5.5,5.5,30.5,25.6,35.9,65.5
2019-11-25,5.5,5.5,5.5,28.3,25,34.4,75.9
2019-11-24,5.5,5.5,5.5,29.4,25.6,36,69
2019-11-23,5.5,5.5,5.5,28.4,24.7,33.1,74.6
2019-11-22,5.5,5.5,5.5,26.3,23.5,30.1,86.4
2019-11-21,5.5,5.5,5.5,25.8,24,27.5,91.1
2019-11-20,5.5,5.5,5.5,28.1,26.3,30.8,75.3
2019-11-19,5.5,5.5,5.5,27.5,25.6,30,74.5
2019-11-18,5.5,5.5,5.5,26.1,25,28.2,88.3
2019-11-17,5.5,5.5,5.5,28.4,24.9,33.4,76.6
2019-11-16,5.5,5.5,5.5,25.1,23.7,25.9,95.3
2019-11-15,5.5,5.5,5.5,26.3,25.6,27.4,90.1
2019-11-14,5.5,5.5,5.5,26.5,25.2,27.2,82.3
2019-11-13,5.5,5.5,5.5,28.1,24.4,32.9,70.8
2019-11-12,5.5,5.5,5.5,26.7,24.2,31,74.6
2019-11-11,5.5,5.5,5.5,25.1,24.2,27,87.1
2019-11-10,5.5,5.5,5.5,28,25.1,31.9,66.9
2019-11-09,5.5,5.5,5.5,28.6,22.8,35,61.3
2019-11-08,5.5,5.5,5.5,26.9,23.3,32.1,65
2019-11-07,5.5,5.5,5.5,25.6,22.3,29.2,73.9
2019-11-06,5.5,5.5,5.5,24.7,21.4,28.8,79
2019-11-05,5.5,5.5,5.5,23.8,22.1,27.4,80
2019-11-04,5.5,5.5,5.5,25.9,21.2,31.6,64.6
2019-11-03,5.5,5.5,5.5,24.9,22.1,29.7,67.3
2019-11-02,5.5,5.5,5.5,23.6,20,28.7,65.5
2019-11-01,5.5,5.5,5.5,21.9,19.5,25.9,76.9
2019-10-31,34,34,34,22.7,19.3,27.3,64.1
2019-10-30,36.3,36.3,36.3,25,19.7,30,46.4
2019-10-29,38.5,38.5,38.5,25.1,21.2,31,46.6
2019-10-28,39.1,39.1,39.1,26.7,22.7,32.5,43.3
2019-10-27,72.1,72.1,72.1,29.7,24.6,36.1,40.9
2019-10-26,179.9,179.9,179.9,27.6,20.2,35,42.1
2019-10-25,178.8,178.8,178.8,25.4,20,32.8,59.6
2019-10-24,173.2,173.2,173.2,24.1,21.2,27.4,64.6
2019-10-23,120.7,120.7,120.7,24.4,20.8,30.1,63.5
2019-10-22,110.1,110.1,110.1,23.9,20.6,28.9,64.4
2019-10-21,106.7,106.7,106.7,23.9,20.9,28.5,73.5
2019-10-20,108.4,108.4,108.4,23.1,19.6,27.7,72
2019-10-19,110.1,110.1,110.1,24.7,22.3,29,67.3
2019-10-18,112.9,112.9,112.9,25.5,21.9,31.2,70.5
2019-10-17,111.2,111.2,111.2,25.5,20.7,29.5,52.6
2019-10-16,84.4,84.4,84.4,25.6,19.5,32.8,49.1
2019-10-15,84.9,84.9,84.9,25.2,20.9,30.9,46.9
2019-10-14,84.9,84.9,84.9,25,19.1,31,40.4
2019-10-13,87.2,87.2,87.2,24.2,17.7,30.6,42.3
2019-10-12,88.3,88.3,88.3,22.1,19.4,26.1,72.9
2019-10-11,91.1,91.1,91.1,22.7,19.8,27.8,70.6
2019-10-10,100,100,100,21.4,18.9,25.4,77.8
2019-10-09,191.7,191.7,191.7,20.8,17,24.8,78.6
2019-10-08,417,417,417,21.7,18.1,26.2,59.1
2019-10-07,581.5,581.5,581.5,22,16.1,27.2,55.4
2019-10-06,738.1,738.1,738.1,21.9,17.9,27.4,61.5
2019-10-05,930.6,930.6,930.6,23,19.1,28.4,54.8
2019-10-04,929.5,929.5,929.5,23,16.6,28.8,51.9
2019-10-03,874.4,874.4,874.4,21.5,16.1,26.4,57.1
2019-10-02,798.3,798.3,798.3,20.5,15.5,26.1,51.1
2019-10-01,748,748,748,18.4,15.7,21.9,70.3
2019-09-30,559.8,559.8,559.8,21.6,17.1,26.5,66.1
2019-09-29,525.4,525.4,525.4,21.9,16,27.6,57.5
2019-09-28,472.5,472.5,472.5,20,17,24.7,77.3
2019-09-27,406.9,406.9,406.9,21.2,18.6,25.1,75.9
2019-09-26,374.9,374.9,374.9,23,17.8,29.6,63.8
2019-09-25,361.5,361.5,361.5,22.6,17.6,29,56.4
2019-09-24,408.6,408.6,408.6,23.1,16,29.5,42.9
2019-09-23,438.8,438.8,438.8,21.1,14.1,27.8,42.1
2019-09-22,489.3,489.3,489.3,18.9,14.8,23.7,60.5
2019-09-21,535.2,535.2,535.2,19.1,16.1,23.3,49.6
2019-09-20,592.3,592.3,592.3,19.6,14.6,24.5,48
2019-09-19,539.1,539.1,539.1,20.3,13.3,26.5,48.4
2019-09-18,522.4,522.4,522.4,18.1,11.9,24.6,45.9
2019-09-17,551,551,551,17.8,14.3,22.3,80.9
2019-09-16,549,549,549,24.5,18.6,31.1,39
2019-09-15,545.1,545.1,545.1,23.4,18.4,28.6,45.6
2019-09-14,553.9,553.9,553.9,24.2,16.2,33.4,46.4
2019-09-13,529.3,529.3,529.3,22.1,15,29.2,45
2019-09-12,605.1,605.1,605.1,19.5,12.3,26.5,46
2019-09-11,615,615,615,17.2,11.7,23.8,52
2019-09-10,585.4,585.4,585.4,16.4,13,20.2,63.6
2019-09-09,519.4,519.4,519.4,19.4,17.9,21.6,93
2019-09-08,588.4,588.4,588.4,22.8,19.1,25.9,46.8
2019-09-07,574.6,574.6,574.6,23.6,17.6,28.3,44.9
2019-09-06,557.9,557.9,557.9,23.5,16.7,30,43.8
2019-09-05,555.9,555.9,555.9,20.7,14.8,28,48.1
2019-09-04,588.4,588.4,588.4,19.6,12.9,26.9,44.5
2019-09-03,598.2,598.2,598.2,18.7,15.5,22.8,43.4
2019-09-02,623.9,623.9,623.9,21.6,14.7,28.9,36
2019-09-01,623.9,623.9,623.9,20.3,13.2,28.3,39
2019-08-31,440.5,440.5,440.5,17.8,10.3,26.8,48
2019-08-30,465.8,465.8,465.8,16.6,11.7,22.9,43.3
2019-08-29,400.2,400.2,400.2,15.6,10.1,21.3,48.3
2019-08-28,363.2,363.2,363.2,15,8.4,21.9,33.4
2019-08-27,316.1,316.1,316.1,14.5,9.8,19.8,27.1
2019-08-26,331.2,331.2,331.2,19.2,13.6,26.5,35.8
2019-08-25,422,422,422,19.5,12,27.4,40.4
2019-08-24,380,380,380,17.9,10.1,26.1,37.5
2019-08-23,378.3,378.3,378.3,17.1,10.6,25.3,28.5
2019-08-22,381.7,381.7,381.7,16.4,11.2,22.2,48.9
2019-08-21,300.9,300.9,300.9,15.5,9,22.5,52.8
2019-08-20,252.1,252.1,252.1,13,8.3,17.3,52.9
2019-08-19,344.6,344.6,344.6,12.9,9.9,16.6,48.8
2019-08-18,253.8,253.8,253.8,11.6,4.1,18.2,52.6
2019-08-17,231.9,231.9,231.9,8.4,6.2,9.9,82.1
2019-08-16,201.2,201.2,201.2,13.2,9.4,17.2,75.9
2019-08-15,155.4,155.4,155.4,19.5,15.8,25.9,70.4
2019-08-14,179.4,179.4,179.4,20.4,15.3,25.5,52
2019-08-13,179.4,179.4,179.4,19.3,10.7,28.2,50.6
2019-08-12,131.3,131.3,131.3,14.8,12.2,20.2,77.8
2019-08-11,138.6,138.6,138.6,14.3,9.7,19.1,66.9
2019-08-10,0,0,0,13.8,9.6,19.7,57.5
2019-08-09,0,0,0,12.6,10.4,16.2,74.4
2019-08-08,0,0,0,15.3,9.1,21.8,37.5
2019-08-07,0,0,0,14.9,6.8,22.6,26.3
2019-08-06,0,0,0,11.6,3.9,18.1,30.9
2019-08-05,0,0,0,9.6,6.9,13.6,45.5
2019-08-04,0,0,0,11.8,6.2,17.9,34
2019-08-03,433.8,433.8,433.8,11.4,5.5,18.4,48.5
2019-08-02,592.3,592.3,592.3,9.5,4.3,15.7,58
2019-08-01,568.7,568.7,568.7,7.1,4.7,10.2,78.4
2019-07-31,994.6,994.6,994.6,9.2,4.7,13.9,49.1
2019-07-30,1000,1000,1000,11.6,7.6,17.2,25.6
2019-07-29,990.2,990.2,990.2,12.6,5.6,20.3,43.1
2019-07-28,976.9,976.9,976.9,9.3,5.9,12.2,39.9
2019-07-27,964.8,964.8,964.8,11.4,7,17.2,41
2019-07-26,1000,1000,1000,9.2,3,15.7,43
2019-07-25,1000,1000,1000,7.6,1.9,13.6,36.1
2019-07-24,1000,1000,1000,6.7,1.3,13,36.9
2019-07-23,943.8,943.8,943.8,5.5,0.3,11.3,39.8
2019-07-22,903,903,903,4.4,2.6,8.4,46
2019-07-21,906.3,906.3,906.3,5.2,3.5,8.4,72
2019-07-20,872.2,872.2,872.2,9.2,5.5,15.1,33.1
2019-07-19,765.2,765.2,765.2,9.4,5.6,14.6,49.9
2019-07-18,716.4,716.4,716.4,11.6,8.9,16.2,66.4
2019-07-17,705.6,705.6,705.6,11.4,7.4,17.6,51.1
2019-07-16,704.6,704.6,704.6,7.3,2.9,11.5,56.1
2019-07-15,701.7,701.7,701.7,4.3,-0.8,9.7,45.4
2019-07-14,691.8,691.8,691.8,3.3,-0.4,8.2,46.9
2019-07-13,726.3,726.3,726.3,3.3,-0.7,8.3,40.9
2019-07-12,713.5,713.5,713.5,7.1,1.9,11.1,77.4
2019-07-11,731.2,731.2,731.2,10.3,7.1,14.6,79
2019-07-10,779.5,779.5,779.5,10,3.4,16.7,52
2019-07-09,808.2,808.2,808.2,7.1,1.4,14.4,43.8
2019-07-08,808.2,808.2,808.2,6.3,2.6,12.4,55.4
2019-07-07,778.4,778.4,778.4,4.3,0.2,9.2,69.9
2019-07-06,716.4,716.4,716.4,5.5,1.6,11.3,72.8
2019-07-05,713.5,713.5,713.5,5,-1.7,10,45.3
2019-07-04,713.5,713.5,713.5,3.5,-0.4,8.5,38.5
2019-07-03,716.4,716.4,716.4,3.9,-0.3,7.9,55.1
2019-07-02,707.6,707.6,707.6,6.6,3.5,10,61
2019-07-01,713.5,713.5,713.5,10.1,6.7,15.3,26.4
2019-06-30,1000,1000,1000,7.2,-0.4,14.9,31.8
2019-06-29,1000,1000,1000,6.1,0.6,13.4,39.4
2019-06-28,993.5,993.5,993.5,7,3.1,12.7,51.1
2019-06-27,850.1,850.1,850.1,8.4,5.7,12.4,55
2019-06-19,457.3,457.3,457.3,8.4,5.6,12.9,66.3
2019-06-18,418.7,418.7,418.7,9.9,5,16.3,46.1
2019-06-17,596.3,596.3,596.3,9.4,2.5,16.1,36.4
2019-06-16,373.2,373.2,373.2,7.8,1.3,14.7,37.6
2019-06-15,401.8,401.8,401.8,6.6,1.2,13,42.3
2019-06-14,448.9,448.9,448.9,6.6,2,12.8,39.5
2019-06-13,464.1,464.1,464.1,7.8,4.7,14,31.3
2019-06-12,341.3,341.3,341.3,5.2,-1.5,12,32.8
2019-06-11,406.9,406.9,406.9,4.7,1.3,10.2,55.8
2019-06-10,472.5,472.5,472.5,6.3,1.2,13.7,45
2019-06-09,438.8,438.8,438.8,6.8,0.5,14.5,41
2019-06-08,366.5,366.5,366.5,4,-1.6,10.8,56.1
2019-06-07,400.2,400.2,400.2,2.4,-2.6,9,59.4
2019-06-06,435.5,435.5,435.5,1.7,-0.1,4.5,67.8
2019-06-05,513.5,513.5,513.5,1.4,0.2,3,80.8
2019-06-04,585.4,585.4,585.4,0.9,-4.7,5.9,43.5
2019-06-03,637.6,637.6,637.6,-1.8,-6.8,4.6,47.4
2019-06-02,595.3,595.3,595.3,-2.7,-5.1,1.5,59
2019-06-01,571.6,571.6,571.6,-0.8,-2.9,0.9,72.8
2019-05-31,672.1,672.1,672.1,-0.5,-5.9,6.3,24.3
2019-05-30,364.8,364.8,364.8,-2.1,-5.7,2.5,26.6
2019-05-29,221.3,221.3,221.3,-0.6,-4.1,3.7,35.5
2019-05-28,216.8,216.8,216.8,-3,-7.5,2,34.9
2019-05-27,210.1,210.1,210.1,-5,-9.1,-1.9,31.3
2019-05-26,279.1,279.1,279.1,-5.4,-8.6,-1.9,30
2019-05-25,528.3,528.3,528.3,-6.1,-10.2,-1.3,31.5
2019-05-24,646.5,646.5,646.5,-2.1,-8.2,6.3,45.5
2019-05-23,643.6,643.6,643.6,5.1,0.1,9.3,54.9
2019-05-22,227.5,227.5,227.5,2.8,-3.6,10.1,37.1
2019-05-21,294.2,294.2,294.2,-0.6,-3.3,3,40.4
2019-05-20,255.5,255.5,255.5,3.3,2,4.9,92.9
2019-05-19,265.6,265.6,265.6,1.4,-3.2,6.1,60
2019-05-18,487.6,487.6,487.6,-2.1,-7.4,2.8,47.6
2019-05-17,349.7,349.7,349.7,-2,-6.2,2.3,29
2019-05-16,400.2,400.2,400.2,1.8,-2.8,6.6,54.6
2019-05-15,192.8,192.8,192.8,-0.2,-5.6,7,35.5
2019-05-14,128.5,128.5,128.5,1.2,-2.4,4.5,40.4
2019-05-13,118.5,118.5,118.5,-0.1,-6.6,5.1,52.5
2019-05-12,123.5,123.5,123.5,-2.5,-6.5,2.4,30.9
2019-05-11,126.8,126.8,126.8,-1.2,-3.8,2.6,27.6
2019-05-10,141.9,141.9,141.9,0.1,-4.6,6.5,34.9
2019-05-09,158.1,158.1,158.1,2,-0.8,7,48.9
2019-05-08,107.3,107.3,107.3,1.7,-3.3,7.1,62
2019-05-07,116.2,116.2,116.2,-1.2,-6.7,4.2,57.8
2019-05-06,107.8,107.8,107.8,-1.4,-5.5,4,38.5
2019-05-05,72.1,72.1,72.1,3.6,0,8.5,59.8
2019-05-04,6.7,6.7,6.7,0.6,-4.6,6.7,44
2019-05-03,1.6,1.6,1.6,-0.3,-3.2,4,45.8
2019-05-02,1.1,1.1,1.1,-5.2,-10.1,-1.1,45.9
2019-05-01,2.2,2.2,2.2,-1.7,-7.2,2.6,58.8
2019-04-30,16.2,16.2,16.2,1.4,-2.4,5.3,68.6
2019-04-29,0,0,0,1.2,-3,7.6,54.3
2019-04-28,0,0,0,2.8,-0.6,8,47.6
2019-04-27,0,0,0,2.4,-0.4,7.2,58.8
2019-04-26,0,0,0,-0.6,-4.5,3,48.8
2019-04-25,0,0,0,-4.7,-9.4,1.3,28.8
2019-04-24,0,0,0,-3.5,-7.2,0.5,31
2019-04-23,0,0,0,-1.9,-6.2,3.1,46.4
2019-04-22,11.7,11.7,11.7,-2.8,-6.3,2.7,35
2019-04-21,10,10,10,-2.8,-5.5,1.1,40.3
2019-04-20,9.5,9.5,9.5,-1.1,-6.2,4.1,55.5
2019-04-19,10.6,10.6,10.6,-3.5,-8.4,3.2,38.8
2019-04-18,12.8,12.8,12.8,-4.9,-8.8,0.2,42.8
2019-04-17,12.8,12.8,12.8,-5,-8.2,-0.6,49.5
2019-04-16,12.8,12.8,12.8,-5.4,-10.5,-0.5,39.6
2019-04-15,13.4,13.4,13.4,-6.8,-11.3,-0.9,35.9
2019-04-14,13.9,13.9,13.9,-7.6,-10.5,-3,29
2019-04-13,15.6,15.6,15.6,-10.5,-14.4,-6.6,33
2019-04-12,14.5,14.5,14.5,-10.1,-12.5,-6.5,28.3
2019-04-11,8.3,8.3,8.3,-1.5,-7.1,3,40.8
2019-04-10,3.3,3.3,3.3,0.6,-4,5.2,53.4
2019-04-09,2.7,2.7,2.7,-2.3,-5.9,3.1,35.9
2019-04-08,1.1,1.1,1.1,2.4,-3.4,7.5,43
2019-04-07,1.6,1.6,1.6,6.9,2.9,12.4,48.9
2019-04-06,2.2,2.2,2.2,5.6,0.4,9.8,40.1
2019-04-05,2.7,2.7,2.7,3.4,-1.1,10.4,45.5
2019-04-04,2.7,2.7,2.7,4,1.3,9.5,53.4
2019-04-03,2.2,2.2,2.2,2.6,-2.8,7.4,56.3
2019-04-02,1.6,1.6,1.6,1.6,-1.5,5.9,60.1
2019-04-01,6.7,6.7,6.7,0,-2.6,2.1,63.8
2019-03-31,5.5,5.5,5.5,-2.4,-7.8,3.2,46.8
2019-03-30,5.5,5.5,5.5,-4.4,-7.8,0.6,44.3
2019-03-29,5.5,5.5,5.5,-2.2,-5.9,2.1,57.4
2019-03-28,5.5,5.5,5.5,-1.9,-5,2.4,39
2019-03-27,5.5,5.5,5.5,0.2,-2.4,2.9,44.8
2019-03-26,5.5,5.5,5.5,-2.5,-8.1,4.6,33.3
2019-03-25,5.5,5.5,5.5,-7.2,-11.8,-2.1,27
2019-03-24,5.5,5.5,5.5,-8.3,-11.4,-4.4,37.1
2019-03-23,5.5,5.5,5.5,-7.3,-9.6,-1.1,37.1
2019-03-22,5.5,5.5,5.5,2.4,-1,6.8,50.5
2019-03-21,5.5,5.5,5.5,0,-4.3,3.4,39.5
2019-03-20,5.5,5.5,5.5,6.7,-0.3,11.8,74.9
2019-03-19,5.5,5.5,5.5,11.5,9.3,13.5,87.4
2019-03-18,5.5,5.5,5.5,8.2,2.8,11.8,50.1
2019-03-17,5.5,5.5,5.5,5.5,0.8,12.4,42.3
2019-03-16,5.5,5.5,5.5,2.7,-1.5,8,46.1
2019-03-15,5.5,5.5,5.5,3.5,0.6,6.7,41.4
2019-03-14,5.5,5.5,5.5,5,2.1,11.1,27.1
2019-03-13,5.5,5.5,5.5,7.1,3.1,12.5,65
2019-03-12,5.5,5.5,5.5,6.3,1.6,13.6,70.1
2019-03-11,5.5,5.5,5.5,4.8,1.3,9.8,77.8
2019-03-10,5.5,5.5,5.5,2.6,0.3,3.8,71.1
2019-03-09,5.5,5.5,5.5,1.9,-3.1,7.6,29.6
2019-03-08,5.5,5.5,5.5,2.3,-1.3,7.1,35
2019-03-07,5.5,5.5,5.5,5.8,3.1,8.2,57.1
2019-03-06,5.5,5.5,5.5,6.5,0,12.7,39.9
2019-03-05,5.5,5.5,5.5,6.5,3.3,11.3,50.4
2019-03-04,5.5,5.5,5.5,6.1,1.9,10.7,48.8
2019-03-03,5.5,5.5,5.5,4.9,0.6,11.4,50.8
2019-03-02,5.5,5.5,5.5,8.8,4.2,14.5,65.1
2019-03-01,5.5,5.5,5.5,9.7,4.7,16.2,55.4
2019-02-28,5.5,5.5,5.5,9.8,4.8,16.6,55.5
2019-02-27,5.5,5.5,5.5,8.8,4.1,15.4,51.6
2019-02-26,5.5,5.5,5.5,8.1,3.1,15.1,52.3
2019-02-25,5.5,5.5,5.5,8.1,5.4,10.9,67.6
2019-02-24,5.5,5.5,5.5,11.9,8.8,17.1,69.1
2019-02-23,5.5,5.5,5.5,12.1,9.5,15.4,69
2019-02-22,5.5,5.5,5.5,11.8,10.5,14.7,93.8
2019-02-21,5.5,5.5,5.5,12.8,10.3,15.7,79.5
2019-02-20,5.5,5.5,5.5,12.2,8,17.5,70.5
2019-02-19,5.5,5.5,5.5,11.9,6.6,18.3,65.5
2019-02-18,5.5,5.5,5.5,11.6,5.3,19.4,55
2019-02-17,5.5,5.5,5.5,11.2,5,19.1,56
2019-02-16,5.5,5.5,5.5,10.6,4,19,54.9
2019-02-15,5.5,5.5,5.5,8.4,2.5,15.2,53.4
2019-02-14,5.5,5.5,5.5,7.4,3,12.6,55.4
2019-02-13,5.5,5.5,5.5,6.1,0.7,11.6,51.3
2019-02-12,5.5,5.5,5.5,7.2,3.4,11.7,57.3
2019-02-11,5.5,5.5,5.5,8.3,5.2,13.5,77.1
2019-02-10,5.5,5.5,5.5,8.7,6.2,11.6,49.6
2019-02-09,5.5,5.5,5.5,12.2,9.9,14.7,74.1
2019-02-08,5.5,5.5,5.5,13.8,7,21.2,55.5
2019-02-07,5.5,5.5,5.5,12.5,7.6,18.7,66
2019-02-06,5.5,5.5,5.5,12.2,9.8,16.9,75.1
2019-02-05,5.5,5.5,5.5,14,8.8,20.6,50
2019-02-04,5.5,5.5,5.5,13.4,7.2,21.1,49.5
2019-02-03,5.5,5.5,5.5,13.4,6.9,21.4,53.9
2019-02-02,5.5,5.5,5.5,13.1,7.2,20.4,54.3
2019-02-01,5.5,5.5,5.5,12.7,7.5,19,59.5
2019-01-31,5.5,5.5,5.5,12.4,8.4,18.6,53.3
2019-01-30,5.5,5.5,5.5,14.5,9.9,20.3,55.9
2019-01-29,5.5,5.5,5.5,15.2,10.9,21,69.9
2019-01-28,5.5,5.5,5.5,13.2,6.8,20.3,60
2019-01-27,5.5,5.5,5.5,12.5,6.1,19.8,54
2019-01-26,5.5,5.5,5.5,10.9,5.2,17.4,54
2019-01-25,5.5,5.5,5.5,9.7,6.1,13.9,51
2019-01-24,5.5,5.5,5.5,12,7.9,16.7,61
2019-01-23,5.5,5.5,5.5,15.3,10.7,19.8,52.5
2019-01-22,5.5,5.5,5.5,14.8,9.2,20.9,47
2019-01-21,5.5,5.5,5.5,16.4,12.3,21.1,53.5
2019-01-20,5.5,5.5,5.5,18,16.3,21.7,84
2019-01-19,5.5,5.5,5.5,16.9,15.7,19,84.1
2019-01-18,5.5,5.5,5.5,19.3,13,25.6,56.5
2019-01-17,5.5,5.5,5.5,17.3,11.2,24.2,58
2019-01-16,5.5,5.5,5.5,15.9,10.3,22,61.4
2019-01-15,5.5,5.5,5.5,15.4,13,19.7,55.1
2019-01-14,5.5,5.5,5.5,17.6,14,21.6,52.5
2019-01-13,5.5,5.5,5.5,20.2,14.6,27,55.5
2019-01-12,5.5,5.5,5.5,17.5,14.3,22.2,58.1
